time,element,bbox_px,color_hex,text,click,navigation
"21.90s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"21.90s","WhiteCard","(10,228,340,48)","#383538","","No",""
"21.90s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"21.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"21.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.00s","Header","(0,0,360,113)","#D02225","","No",""
"22.00s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.00s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.00s","WhiteCard","(10,228,340,48)","#383538","","No",""
"22.00s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.10s","Header","(0,0,360,113)","#D02225","","No",""
"22.10s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.10s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.10s","WhiteCard","(10,228,340,48)","#383538","","No",""
"22.10s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.20s","Header","(0,0,360,113)","#D02225","","No",""
"22.20s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.20s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.20s","WhiteCard","(10,228,340,44)","#E4E1E4","","No",""
"22.20s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.20s","PrimaryButton","(10,268,340,40)","#F0FFFD","","No",""
"22.30s","Header","(0,0,360,113)","#D12326","","No",""
"22.30s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.30s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.30s","WhiteCard","(10,228,340,68)","#FFFCFB","","No",""
"22.30s","WhiteCard","(10,300,340,108)","#FFFDFF","","No",""
"22.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.40s","Header","(0,0,360,113)","#DA2C2F","","No",""
"22.40s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.40s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.40s","WhiteCard","(10,228,340,180)","#FFF8FF","","No",""
"22.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.50s","Header","(0,0,360,113)","#D12326","","No",""
"22.50s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.50s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.50s","WhiteCard","(10,228,340,48)","#383538","","No",""
"22.50s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.60s","Header","(0,0,360,113)","#D92B2E","","No",""
"22.60s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.60s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.60s","WhiteCard","(10,228,340,76)","#FFFBFA","","No",""
"22.60s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.70s","Header","(0,0,360,113)","#D92B2E","","No",""
"22.70s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.70s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.70s","WhiteCard","(10,228,340,48)","#383538","","No",""
"22.70s","WhiteCard","(10,308,340,100)","#F9F6F9","","No",""
"22.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.80s","Header","(0,0,360,113)","#D92B2E","","No",""
"22.80s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"22.80s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.80s","WhiteCard","(10,228,340,52)","#FFFDFF","","No",""
"22.80s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.80s","PrimaryButton","(10,269,340,37)","#FFF7F4","","No",""
"22.90s","Header","(0,0,360,113)","#CB361C","","No",""
"22.90s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"22.90s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"22.90s","WhiteCard","(10,228,340,48)","#383538","","No",""
"22.90s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"22.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"22.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"22.90s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.00s","Header","(0,0,360,113)","#CB361C","","No",""
"23.00s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"23.00s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"23.00s","WhiteCard","(10,228,340,48)","#383538","","No",""
"23.00s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"23.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"23.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"23.00s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.10s","Header","(0,0,360,113)","#CB361C","","No",""
"23.10s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"23.10s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"23.10s","WhiteCard","(10,228,340,48)","#383538","","No",""
"23.10s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"23.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"23.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"23.10s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.20s","Header","(0,0,360,113)","#CB361C","","No",""
"23.20s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"23.20s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"23.20s","WhiteCard","(10,228,340,48)","#383538","","No",""
"23.20s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"23.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"23.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"23.20s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.30s","Header","(0,0,360,113)","#CB361C","","No",""
"23.30s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"23.30s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"23.30s","WhiteCard","(10,228,340,48)","#383538","","No",""
"23.30s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"23.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"23.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"23.30s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.40s","Header","(0,0,360,113)","#CB361C","","No",""
"23.40s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"23.40s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"23.40s","WhiteCard","(10,228,340,48)","#383538","","No",""
"23.40s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"23.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"23.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"23.40s","PrimaryButton","(10,269,340,37)","#FFE9EA","","No",""
"23.50s","Header","(0,0,360,103)","#860003","","No",""
"23.50s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"23.50s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"23.50s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"23.50s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"23.50s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"23.50s","WhiteCard","(10,360,340,64)","#FCF9FC","","No",""
"23.50s","WhiteCard","(10,468,340,116)","#F3F2F4","","No",""
"23.50s","WhiteCard","(10,624,340,44)","#FFFDFF","","No",""
"23.50s","WhiteCard","(10,672,340,44)","#2E2B2E","","No",""
"23.50s","WhiteCard","(10,720,340,44)","#1C191C","","No",""
"23.50s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"23.60s","Header","(0,0,360,103)","#860003","","No",""
"23.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"23.60s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"23.60s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"23.60s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"23.60s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"23.60s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"23.60s","WhiteCard","(10,468,340,64)","#F3F2F4","","No",""
"23.60s","WhiteCard","(10,548,340,44)","#E9E6E9","","No",""
"23.60s","WhiteCard","(10,596,340,44)","#2D2A2D","","No",""
"23.60s","WhiteCard","(10,648,340,40)","#B7B4B7","","No",""
"23.60s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"23.70s","Header","(0,0,360,103)","#860003","","No",""
"23.70s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"23.70s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"23.70s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"23.70s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"23.70s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"23.70s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"23.70s","WhiteCard","(10,468,340,52)","#F3F2F4","","No",""
"23.70s","WhiteCard","(10,528,340,44)","#E1DEE1","","No",""
"23.70s","WhiteCard","(10,576,340,44)","#333033","","No",""
"23.70s","WhiteCard","(10,628,340,40)","#ABA8AB","","No",""
"23.70s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"23.80s","Header","(0,0,360,103)","#860003","","No",""
"23.80s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"23.80s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"23.80s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"23.80s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"23.80s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"23.80s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"23.80s","WhiteCard","(10,468,340,52)","#F3F2F4","","No",""
"23.80s","WhiteCard","(10,524,340,44)","#FFFDFF","","No",""
"23.80s","WhiteCard","(10,572,340,44)","#4F4C4F","","No",""
"23.80s","WhiteCard","(10,620,340,44)","#393639","","No",""
"23.80s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"23.90s","Header","(0,0,360,103)","#860003","","No",""
"23.90s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"23.90s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"23.90s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"23.90s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"23.90s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"23.90s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"23.90s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"23.90s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"23.90s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"23.90s","WhiteCard","(10,620,340,44)","#676467","","No",""
"23.90s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.00s","Header","(0,0,360,103)","#860003","","No",""
"24.00s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.00s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.00s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.00s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.00s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.00s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.00s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.00s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.00s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.00s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.00s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.10s","Header","(0,0,360,103)","#860003","","No",""
"24.10s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.10s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.10s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.10s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.10s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.10s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.10s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.10s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.10s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.10s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.10s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.20s","Header","(0,0,360,103)","#860003","","No",""
"24.20s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.20s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.20s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.20s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.20s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.20s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.20s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.20s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.20s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.20s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.20s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.30s","Header","(0,0,360,103)","#860003","","No",""
"24.30s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.30s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.30s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.30s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.30s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.30s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.30s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.30s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.30s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.30s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.30s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.40s","Header","(0,0,360,103)","#860003","","No",""
"24.40s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.40s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.40s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.40s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.40s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.40s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.40s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.40s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.40s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.40s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.40s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.50s","Header","(0,0,360,103)","#860003","","No",""
"24.50s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.50s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.50s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.50s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.50s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.50s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.50s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.50s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.50s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.50s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.50s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.60s","Header","(0,0,360,103)","#860003","","No",""
"24.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.60s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.60s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.60s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.60s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.60s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.60s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.60s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.60s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.60s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.60s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.70s","Header","(0,0,360,103)","#860003","","No",""
"24.70s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.70s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.70s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.70s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.70s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.70s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.70s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.70s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.70s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.70s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.70s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.80s","Header","(0,0,360,103)","#860003","","No",""
"24.80s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.80s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.80s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.80s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.80s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.80s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.80s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.80s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.80s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.80s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.80s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"24.90s","Header","(0,0,360,103)","#860003","","No",""
"24.90s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"24.90s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"24.90s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"24.90s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"24.90s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"24.90s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"24.90s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"24.90s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"24.90s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"24.90s","WhiteCard","(10,620,340,44)","#676467","","No",""
"24.90s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"25.00s","Header","(0,0,360,103)","#860003","","No",""
"25.00s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"25.00s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"25.00s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"25.00s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"25.00s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"25.00s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"25.00s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"25.00s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"25.00s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"25.00s","WhiteCard","(10,620,340,44)","#676467","","No",""
"25.00s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"25.10s","Header","(0,0,360,103)","#860003","","No",""
"25.10s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"25.10s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"25.10s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"25.10s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"25.10s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"25.10s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"25.10s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"25.10s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"25.10s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"25.10s","WhiteCard","(10,620,340,44)","#676467","","No",""
"25.10s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"25.20s","Header","(0,0,360,103)","#860003","","No",""
"25.20s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"25.20s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"25.20s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"25.20s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"25.20s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"25.20s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"25.20s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"25.20s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"25.20s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"25.20s","WhiteCard","(10,620,340,44)","#676467","","No",""
"25.20s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"25.30s","Header","(0,0,360,103)","#860003","","No",""
"25.30s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"25.30s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"25.30s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
"25.30s","WhiteCard","(10,272,340,36)","#FFFDFF","","No",""
"25.30s","WhiteCard","(10,312,340,44)","#FFFDFF","","No",""
"25.30s","WhiteCard","(10,360,340,64)","#FDFAFD","","No",""
"25.30s","WhiteCard","(10,468,340,48)","#F3F2F4","","No",""
"25.30s","WhiteCard","(10,524,340,40)","#C4C1C4","","No",""
"25.30s","WhiteCard","(10,572,340,44)","#E3E0E3","","No",""
"25.30s","WhiteCard","(10,620,340,44)","#676467","","No",""
"25.30s","PrimaryButton","(10,420,340,47)","#FF869A","","No",""
"25.40s","Header","(0,0,360,103)","#860003","","No",""
"25.40s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"25.40s","WhiteCard","(10,176,340,44)","#E8E5E8","","No",""
"25.40s","WhiteCard","(10,224,340,44)","#FFFDFF","","No",""
